1.000000e-03	1.222169e-05
4.100000e-02	9.221696e-07
8.100000e-02	5.549696e-07
1.210000e-01	4.576781e-07
1.610000e-01	3.831609e-07
2.010000e-01	3.420326e-07
2.410000e-01	3.098930e-07
2.810000e-01	2.799831e-07
3.210000e-01	2.689002e-07
3.610000e-01	2.891910e-07
4.010000e-01	2.538729e-07
4.410000e-01	2.393806e-07
4.810000e-01	2.241067e-07
5.210000e-01	2.168638e-07
5.610000e-01	2.115835e-07
6.010000e-01	2.109510e-07
6.410000e-01	1.979271e-07
6.810000e-01	1.905170e-07
7.210000e-01	1.792543e-07
7.610000e-01	1.793904e-07
8.010000e-01	1.770669e-07
8.410000e-01	1.675491e-07
8.810000e-01	1.591998e-07
9.210000e-01	1.506957e-07
9.610000e-01	1.391027e-07
1.001000e+00	1.079550e-07
1.041000e+00	1.811524e-07
1.081000e+00	2.036149e-07
1.121000e+00	2.183042e-07
1.161000e+00	2.292371e-07
1.201000e+00	2.378843e-07
1.241000e+00	2.449752e-07
1.281000e+00	2.509328e-07
1.321000e+00	2.560271e-07
1.361000e+00	2.604422e-07
1.401000e+00	2.643100e-07
1.441000e+00	2.677284e-07
1.481000e+00	2.707720e-07
1.521000e+00	2.734990e-07
1.561000e+00	2.759559e-07
1.601000e+00	2.781801e-07
1.641000e+00	2.802023e-07
1.681000e+00	2.820480e-07
1.721000e+00	2.837384e-07
1.761000e+00	2.852915e-07
1.801000e+00	2.867227e-07
1.841000e+00	2.880450e-07
1.881000e+00	2.892697e-07
1.921000e+00	2.904067e-07
1.961000e+00	2.914644e-07
